ID,Section,Total,Year,Repeat
54ae301f81862a95a23495071aa8d45fdbc87b94cf138ec13317b32e073034c3,3,58.89,1,0
caf849153643209acc59b40a45768832edf4ebf24011e13b1d4ec28717b19aa4,2,58.89,1,0
84468bca8da6fb95bb47dfc2138380bf9f72f3ef525ee22b9552a2c29f538951,2,58.89,1,0
8bd890a32743c0ad0eef832893813d8bb481c7d4bf94bd82c5d3f9ff044078ab,2,56.67,1,0
b90b7abb2e4055add45d7866132c57943d5a6434853c5d5cf5130e2af089687e,3,56.67,1,0
186cba3e859edc86f1c28681cc91975da56df271978bbcf3af47bd1e938a8582,1,55.56,1,0
3ead788687cf72c9b0bc526d8a95b8fb94fe4763b0d314484278298d73fe135f,1,55.56,1,0
94c9b02962789f0d27176de76afb7944ecf1ac1def8c7fac82d58ebdaee12e39,2,54.44,1,0
affe5f7cc14efd130ce5bbf0cee2c5f52d72fda873e26d20f6965b7737bbb5ba,3,54.44,1,0
9d23ab2d495eabdb09a861f150fb4127a62046b0f19e2c5bd60b6c73435e5b84,2,53.33,1,0
65fee862aae6c5645bea4a770f24b91559cda53280b4a1b084f5b8dcaa0aee81,1,53.33,1,0
ee79476282fbe028bb94c837890fc75baaec42a8b7a7360bcf079037bfaa4896,3,52.22,1,0
a87600708967fb02caaf8ef2ef3c81145008866ab08a9f1bdb249ef5053bb4be,1,52.22,1,0
a5734f444cb70ff15abb2d5787cf4c9f758c8e832a2082de13a94c667fa8c88e,1,51.11,1,0
eed8518f3a3d937a6a3abdaf9019a4c6ca709897d9d2d5c9803e7c411fe9005f,2,51.11,1,0
072664b10a3a3c631be58f5576f8da7dc8d781e47ef343073cfdafddbde9fbcd,2,51.11,1,0
af701a8e3c893047929a9962fe3ddc3eb781e666d2cb780e6bfa9998da4fddc6,2,51.11,1,0
bb32bdf6cc9017527c44111f9e3f59dbe28ea0096c8df303a3358067fec764ef,2,50,1,0
614bb0e8545ef8ed059550afc8ca5e03587ba7993fd10e94dab68637994a74fa,3,50,1,0
b7ad1ffca7b55c3af8a0c339c92757b3c611ffc13fae9d05772b9fac110e0378,2,50,1,0
9845c10be858234a33ffc29c910715a29ca400873d2ebbeccf567590835c07bf,3,50,1,0
1396c0e3264d46955a227eeecd0c7dbfb9cd1be43b253b4e8c554e24579d4cc8,2,48.89,1,0
6d276eb2bb43c9d10394f85d6179ba021d8b68ed1d70742f347d16dad59e4f72,3,48.89,1,0
6108e75e6a565f2b9289d1efc05e0a0903cab7cd8648ab11f3fd4e622f1d5e88,3,48.89,1,0
55dae85ed80c2250a5fa22779bbbaebfdcadbc29f0d5796e7a23c6a7acbfcc78,2,48.89,1,0
5a9d0db1466c11b8a9ac0d7e51dc1bd0330d7c8740a48bdec0e7688190df450c,2,48.89,1,0
cbc249bb82835febf0c66e767ea05ed3065b1c5c6b6a4cf8fcaf8c75035090e8,2,47.78,1,0
e31edcbcf7df134e7aa9c169dcb6ee573121ce0f26afb9f1602a39b2fffa9713,2,47.78,1,0
2f68481dd49879ef4f80bb3931a932ef78699f673b1aea474632949e5d78b6fc,3,46.67,1,0
39ae44f78b386f87e1c6db4abdcb57b7873b2a37e5b8ad154a0f8747b2339ba8,3,46.67,1,0
a8938d4e1ae788d04aa7543af3ff5451aed8b4498cbe72176a42105139f44a48,3,46.67,1,0
6e37b25a42ad8ce48b4143eb79f65511786d9ce9fc45fce40064ebc039c0b3f6,1,46.67,1,0
8c195573e6df0c28c28d6a1b5480dd7e2afd4ed5450153359ea3a32705466252,2,46.67,1,0
10bc3ed3bd80ed8d9f197d1a7911eb58bfb718b6155e2b93f0b337cbd15a671c,2,45.56,1,0
1cbb54d944e3b047782c0cd30d0ef78f00059d47cf6c135a403831f8529622c2,1,45.56,1,0
f948e56c043a00e5b42f444d78d2238e65b08b0de14d3a8199be3019b371926a,1,45.56,1,0
d4256bc978e120e67a0847f99566c644d4a1e1d8ad1e58cd2bec70999176c586,2,45.56,1,0
1bfe607f716f4961f12ba535e1860269932672653102ac329fc2736a32caf591,2,44.44,1,0
85cd50cbe5936640ee66a01a9514977606c129e460e71281a97c6bf41e776f8f,2,44.44,1,0
5b3df50eaba4b0a16495878304817d4c89a04537f3a143440b5c1a9eb7253b58,2,44.44,1,0
eb9d1b3a416cf033280b20dd8546bd54516cd00c1867f1b579c4d27bac705234,2,44.44,1,0
81ded847db239f3022cf1e9cf78bbb87682b3126878a031b069c86dd7c6e0775,1,44.44,1,0
83bc97595ca3b769a37375e69b7ed2a5a881c814c748e64bd58d055c7d5e4557,3,44.44,1,0
375699fbc9e6eafefffc7d412ce9a9042a5a26b42375a06e2005f49b6b08f9ad,3,44.44,1,0
e99f2fcc29b8d3832242e227fac3de29b79328ee81c274b437a50a4071934bef,3,44.44,1,0
a2345701ec8cb93d261ec7fa23441bdb0d28bde6a676d55ffa6bf8c8576dbb71,3,44.44,1,0
e5edd125bc599eb760c59229b61de034d0252e1ff9cd1a65df5e0686bc0a220c,2,43.33,1,0
19208d136b36e5d3c7c8c2982cb779d305bbd4403a17acf2f43ed4640492491d,3,43.33,1,0
8d26d73601a17608f4e53c7a4992f01b4a99b85063808e237c7d5458c0a3d5b8,3,43.33,1,0
ac895f0f679fdcf57fe217876dbf39f835a20b8b16dfb0c3d6041e0ffae3a66a,1,43.33,1,0
49f825c81c812bcf75fed9a72715609ae8448ef65011253a9868c500f77f29a3,2,42.22,1,0
468f888e9f358d9f473049aead82bd10de8669c91dcd32a9384ff70e18e365ca,3,42.22,1,0
f1f5cfcdb73bbfb140330d4ddf5a0b4b8c47a3990a4185429e6677f1798043f8,1,42.22,1,0
5a881a13f7157a02c83d6d154badc69bcad50a85a2b281cb7256be030373916f,3,41.11,1,0
181a9671dee5531c493fa503ac57c908d94fe009e67608db27c073488c08f2c4,1,41.11,1,0
e01207ee4abc18938cec359b9ae7228844e665c1695bd32718baff1dc376e649,2,40,1,0
e68231efab7f33b725ab79083a5b400b9b79100e262c4c64f02128627c1ee4e2,3,40,1,0
17716fb6486807c36618f4f5555a62dee3b1dabd2512608a2c18a8202cb98d30,2,40,1,0
320ed77067f10516a7abdc056461cf72c1ed220c642f1d3e9b82574329ed5cce,2,40,1,0
172c4a58857ed4e8c46cd831f120eb6067ec4ee0fa1c8a23d021a0b735fd778b,1,38.89,1,0
a9e6255442c43539f6c8b86fa094eb9b6f8eeac83db4ebfea9611680a976f010,2,38.89,1,0
c87f6048ccd23f9b83e6c73a91045a1aea3a8384644bbcd233d5afac97299e0f,3,38.89,1,0
5633402d023365ed5cd83d79009923b2448b2c7cb1e8a92e21f634a29650cff2,3,38.89,1,0
292660601b5ebf068ffb4f2d2722da0da9e382e5e0f8e2a1a54fc83371b53f11,2,38.89,1,0
8328405df6dfc19f98d42d72f9ac50a0571fe9d07f28cb112ae1d653d4151c67,3,38.89,1,0
0624d9fee830f42cccc8c336ff4ca936f1ffa8fce7d1a92e9b6bd303b335b3a7,2,37.78,1,0
05a39260ca21a5077fc9768c9cc8b1da8ad041fe52465b973d5a27daa1b073ac,3,37.78,1,0
6443999e0778f5b7e9421567f151962fa7cd2cccb19d12db56d7d950dde5a908,3,37.78,1,0
3933373231594c3a4d5811a6dad4680891a635a2160552402755646d29d046ae,1,37.78,1,0
5c761a26b2f6987bbda6a768d316ca60a6946bf040b00d745b184415980b55a2,3,37.78,1,0
edbb2d6741bf7b93f46ae318983a35bd6793ff9df9af23f8672446afb6cca175,2,37.78,1,0
3f0790df13cba65fe195fb0f0eae26765b51e12bf5abc367865e6dc6f67d7518,3,37.78,1,0
2d9bc2114728d1ee8a1202ac827e1eb6cf46a1c7298cf4e2879d37497ba0aed6,3,36.67,1,0
b3bf93209b5a16febc97de5a015b5de45f60ba5fff18f2e2c5bf38da2a6f9618,1,36.67,1,0
6e2f7f329de2f95f0561948952cc7881d0305f5b369a7033198b3c4f6e862e7f,3,36.67,1,0
ad7da90abfc3d19124672acf7439164b57bde06d3f3d5718941d24f9160d3a4e,1,35.56,1,0
341ed5b214dfe262cc33142375ca7d52304d701811d05c46a780b7b594636d96,2,35.56,1,0
3ac2594467eed14b48bfab96a94999f1fc2807a3808500003e8c353536b83e3f,2,35.56,1,0
6287f056551159e5e5f0372f09cd565bbee849371a042f5dd1ae78ab3a3fa7fc,3,35.56,1,0
4d69f7516a5304e9c3d4a35bdc4afd72feecaf991a94dff0d1475eb08bb72ea0,2,35.56,1,0
221c438ec5b724eab20e7301cb78a24f5f48c63465ceb18daadd3d97722ca7d8,1,34.44,1,0
33baf286780e6b4daaf5bb54e58a0ab6aa95771bcb67c26b0feaf3557b0c9984,2,33.33,1,0
fd7e0816c6823730b03ebee65a3a348a8d0396cd8c04a19ab0b8aeb04170688e,2,33.33,1,0
eef8105e3ed42562dfa4f8ef8a88629f9a778f81905a9ffe1244117c557400c3,1,33.33,1,0
cb48824e81ecdd1d2daf6c8de8c9e5c903c774a7a5bc13b7ddc741ddfa9c1556,2,33.33,1,0
6157f1cf8ffeb91803d725818419a984f66fe49c405214f4de3b09703e86e013,2,33.33,1,0
bbbc74254b9bb697fb92d91c622e448ba4633e2a63cc6c14a707334cb7810295,3,33.33,1,0
10f8b961d7cbff7cec8e4396f7a3936e54251b78c82c6ce15c84398ded89d845,3,33.33,1,0
11f431586013e9e83623c1aa2bdb1ee15473adcdf9522017696e666765519937,3,32.22,1,0
7c4475e5e239ed03df96421c6ac407611c2bdf0eeddd233c0a1dd2a3b4d426a6,3,32.22,1,0
063b49f2f3e077c7c4fa54f96a40965740e4e2305a3eb53f185dff500f17e345,3,32.22,1,0
c0677e491c8dd4410f2c510966fffd227aadd94d8547f871b20a6f7b12e1fd4e,2,31.11,1,0
c4ada4d68e4ec71696a5000ca812e26c5f6184a4737faef184c53146b2b5bb87,3,31.11,1,0
32481ede23aec7822a46caec7c2ae85d119f98851f6281cc40fd14e981beb18b,3,31.11,1,0
0c927c84ea5ce264652ffcc3f5cb26c2926cb0ec80f3d9ea1210377969b151c6,2,30,1,0
b4d7954d74fe08e6e8633eac8d0a5bc8c5fc7011b02e899fed4a2f4cade004a8,1,30,1,0
fa3f390bade7b68ef7b4e459927a96136d39271c1ed8ff2476e6bdb50c1dc10f,3,30,1,0
c9b762ac2545b206cf9b5b40fa0e97651d78cdaed54c54f147b8509d511fe31b,3,30,1,0
05fe719a6640bd1e5d3c5faa228db305bf422b5fcd07042392ccb541de671580,2,28.89,1,0
46fe02bcf058f9c67c533ad6e7497a5f9d3b3d08e41446ab4414f428fa36a862,1,28.89,1,0
a3bc5614cf77c31376b5e686fe4148512689aa2590ba4ed32ad5cdc2432f7b6e,3,28.89,1,0
f11a9c043574bf61735084028fc6ae83af6a642927a91aa89650c4253c3de312,3,27.78,1,0
82bbfdb58d7c6ece72b56174933aae9cbf82f0951f15834f957dbfed117e0628,3,27.78,1,0
1ca15d5c62045f1969d3c95afb6933cd02f66cfadc54e03f820f49a7ee7427eb,1,25.56,1,0
115d806e1ffe169a681a57ab6a6438819d48b8b6b613718b705abe7a99da2ab5,2,25.56,1,0
51cde9a5274bab3453b0361ae0be23a25ac5bb3868221643f76acef58247eab7,2,25.56,1,0
0193c086670c45fba813f25eb845df6ab17a18ac5d1234137a0d2d8a30247205,3,24.44,1,0
52f04d3fc32b58f61bfa83495bc0a57ffb8181255443ac7e9095e2bc3ac38eb4,1,24.44,1,0
f39794eac90c700e1b0ca3ee22a8284f1fe4f68577320c1e89ef5db379df01cf,2,23.33,1,0
39c7f5d45de825e29ee9544ad232275ef9148a2f488a7f90ba34c851654625d5,3,23.33,1,0
f40b517a85ee6bbc25baa4e6d75dec3aa34eb1b5ef54d8875c7fc0dce69e1b59,3,21.11,1,0
99ccbc77291c9e100f0de5caf10fd74e451259bbe0dcdb06a216f920a0d18890,3,21.11,1,0
23efaa288fee6ff187c832ea4cee4aef11b790e8aaf390dc46bbdd1c54a1947f,3,20,1,0
23d5b0ee4a0e0ef831eee69b4b043494bee679ec1cf6c8af2fafd54d6d5abe5a,1,17.78,1,0
8817b40e2999d717c3bc8e7bd2d3a1789c8bf2c8c684ce8caf793abb371b092e,1,15.56,1,0
fbe7e6d484b043e06992171260d5a97a49720f37ffcd51fb4b58d1349dda9a23,3,14.44,1,0
cfd9b28308382f160d20ee9f77d6649834752cfcdd4e5f8cf5f2c2e975182fb8,2,Absent,1,0
beec56e81f78b7303463f37044d3e18025d443ef1cba850cae813e0087a83059,3,Absent,1,0
8857ef4783f0282cf0b897c00c353ddef0be489cd68fbac5d7f7b017173cd9a8,2,Absent,2,0
a3f94f65eed287e9195403990342079ffd2e2ba307ff69415359b11ca0110c85,2,Absent,2,0
b9f1e185a6c242b95f8c758431c984e8985834d269f2da05e8da46aba3a3913c,1,92,2,0
fbd1284c3f40750e7c6a03febb45139eb774f9cf77e7bc2f2cc25793d9c05951,1,92,2,0
a8a55ba6f54baab9b4e0ac4e6d176a874622614706b6cfacb3999ed772eed9f0,1,91,2,0
02ee9050d3bd88c90dcaf3a3077bd5b82d5b758510845f3266bf68b521d78e5f,1,91,2,0
2328b48270c12a277a7f0c3a7d05a4ace6980862b706f1e06289ad877dfebdf9,1,91,2,0
8da7f5d3f045a8ed99294e00754f17e53827970cd7902cd817fde8cc14028c96,1,90,2,0
9e7298e5ebf12d06f2190a2cb3129baf301078f3e29a9d9343b79ba0519cd132,2,90,2,0
24e90d94b7d996a20110a8ee389f12b59349870796e3fe3826d11d330880de0d,1,90,2,0
d9e5803e3c38ef2aee392b95deeb7d89dc835de2680ff292f8b4a18c061e2de1,1,90,2,0
801bd76de77e290fb5cd919d4c396c68147c7a5bc2884611952100a53f600f92,1,89,2,0
0d85bc179e2ba339dc7656942a7478bd94d05a031b2b217118749a847a3b6730,1,88,2,0
678a52ea5620c33956273a9d4ed02791e252ee21aef458cf53e72f9774e25133,1,88,2,0
4aee119cba519265a33844aed6703a879bd49d96a69c7a9b14cc262ea5f3cf1c,1,88,2,0
afae87f51407ff9c0841d77e397476b0ed94c99b3b83f2b06bec2fe51a9040eb,1,87,2,0
0d4567929bcb350cf506e30a011fe7ca2d7c3b9ec3163747cdcaa0726963816f,2,87,2,0
a7b95a407eede6c3aaaeee78f424925d0f41cc17ca7247d27fd856ea129ad082,1,87,2,0
67c1dfc40b609b2ff92ee72081a9e87e60f6fc8d8709af6ac3e34da99bb36634,3,87,2,0
f6f3595a0a2ade1d9dca2c4c5cc16821b1f5884048e715f4db67a9912001aed0,2,86,2,0
5bdad8d49913c95f3f3e7f6f5efd3ba8629d9d51f2cb7e51d9f4ce03b0775d8c,3,86,2,0
21283976d6f2aa4ef018194a67ef5effa7b7be13ae4cbb5a833bc22d7486d75a,1,86,2,0
408d4ecc39d08856b5719bd9c6f41324a4dcd7c51685b6da670a71166f8ca75e,2,85,2,0
6691b73a99c40a1b445622b24eb45e2e89d39e89588709ccb3187115d685201e,3,84,2,0
79d08fe1bbfc39add67f16b77a35d607a68ebad4e9409e5dce91b7b44d5514f8,1,84,2,0
938fb3519614ac82ed910c3178c2481277fcf61a89e7f109ece8ad851458ba8b,1,83,2,0
dc1f3872426212556b1b6b4ef9e72d49c44ff5b6442562498027f73515e2077f,1,83,2,0
0ed234fc5cd1797875311acbb309df9157e77b4ad9d180d504eb71de2828ab8f,1,83,2,0
e223cb2e8bf09c324224f58d7f9b63bf857a76ffb17ccb99477b046b0c4a44b7,3,82,2,0
8a13fef601ed89c88baf29bc68b18de6ab3e0db3378220c848f26574141bd894,1,82,2,0
992b7b851702711e054c7a22a3aa739fd4d6a60eb28e21ce96adccc2409cd599,1,82,2,0
bcbf2e3cc12cc4939fa5597ee75e2e422497d0dfb5452a5ed8b6792e2b4b6ae1,1,82,2,0
38ac349aa3512e433206a67ce163590384737ade356b12e100818578f4cb9174,3,81,2,0
2570494b4c81381088000bc242d9159b3432fc1a1c622c443bdc24b836e40574,1,81,2,0
1f87315ab22ecf9c54725b9e9319bd60dccfd050d4c2e9a955d6fd7820ddc5d2,1,81,2,0
3dfa0245fece4d3f3cb4d4d58592f7cf8bdeace5be20df18afe9d1fe1130bfe6,1,81,2,0
4dd96fcd751ac4aa5399a605b786c496a4d6e32cd4a1c981ed2b9c84d47360dc,1,81,2,0
42fcae0fa058d4706c7767a46fbc8ae57adf35065c3fa89c7246d48171b08d75,1,81,2,0
5959934091c2c53a19a70defcae888c88c71440a8c92597c17318958be83dbc4,3,80,2,0
22b5f956296c97f02c79c1bff2ec095d24f1f978726bb5813181437442425597,1,80,2,0
b98788f922a2392ca8897684f7179b9e88e2613357ce4542d9a4b65323995a7f,1,80,2,0
f693c24eb2c8aa9588a176b7ab2adf26b7fa2c7c1cd43a35cfc2f51fa2a9dc2b,1,80,2,0
f717b201e7fb3335aa1b0cc601190bbc791c117ee07e9c5659d32a200b0005d7,3,79,2,0
2e388db6cd1556f6ca959d0b12d68b228c19f94864a2779c31492ff7f5401ec5,1,79,2,0
aa90d5ed1258597aae9041d9bdc177808319d82075f63608855fbe447814af08,1,79,2,0
495e98c2eb1ceac561d091fb939c3ada4523e5fe33584758a029efccf7fe5418,1,78,2,0
86ffa64d922baa009259899158cd1dc9dd23629aef9924b360bcee49315054fb,1,78,2,0
9ecf0ff5833a88a6deedfb773abe48ec9e20b2827c19ac3923d632a6a630e853,3,77,2,0
3547140549f78c3d79a760e0d0b5cd85e257c4125afb64f420a12ca84ec7c763,3,77,2,0
f2feee5726e5952073bb24e811fef909a224cd167b297aa864e8e5bc0ad4df5e,2,77,2,0
5819d7fabb3b354a67e492a094f3a38d85d35f31a8e4fcb37557aeb8fba62285,2,77,2,0
ea286ad0eadf8f7da669f63cff460ba7ae75eaa9fa06b9c70c8b73349a087de6,3,77,2,0
4c8b5d198eb79bd754046e70503df596ee5942f6273744e4111cc9c470bdfb02,3,76,2,0
5c3983ed5e8de1cd59e443ae467c301e13ad41fa0a74be216624c971c025f745,2,75,2,0
a6d4080ee1d5532dd0362eaf4f35e8927742db063f0cc79e7c213e91dd1aa2b8,2,75,2,0
96592e352ece07699bd2b8b63d5855f91f3b23b84332e54a7134a84f0a7f381d,2,74,2,0
2c233ec4521f912e56e4d6a767fdb56e8951ea2471a48bc0e676db2246a68010,3,74,2,0
9f9e90433bca1407be743f15132e7f9b356adbea51772871df2af7487914913b,2,74,2,0
3f0b9ce0cb116e865b8b74d7f2bde6813145c5984808b2546d527a8f2ac5c69b,1,74,2,0
9646e2eef873a75be6105983975bbfd3f34fa41684699256985db85c779f44fc,1,73,2,0
74788dbaa1bbc50d6ac92da72753f3a24e5f2e4eb9c7162b00d9b49ce9a31cde,2,72,2,0
64f801875abacd166c1f6459fa646e168e83f0de65ae1edf15a75bb32710bcf7,2,72,2,0
45bb2ace11e82c4e2aa7b808bb38c233b071a827f549be7f6917a4d09553ad43,1,71,2,0
37078827b8e7cdd47e3b2993df0c2683ea6b389fe9f951af30b0a899242c4956,2,71,2,0
8510d1dcd47d7cf97ae151634671a1f913be9740d02c30bdc5fa704eadb581d6,2,71,2,0
