Cohort,Section Y1,Midterm Y1,Final Y1,Teacher Midterm Y1,Teacher Final Y1,Section Y2,Exam Y2
3.0,3.0,34,63,1.0,1.0,3.0,44
3.0,3.0,28.5,36,1.0,1.0,3.0,44
3.0,3.0,34,43.5,1.0,1.0,3.0,43
3.0,3.0,29,41.5,1.0,1.0,3.0,43
3.0,1.0,17.5,24.5,2.0,2.0,1.0,42
3.0,2.0,28.5,17,3.0,3.0,2.0,42
3.0,2.0,48,43,3.0,3.0,2.0,42
3.0,1.0,30.5,48,2.0,2.0,1.0,41
3.0,1.0,36,11,2.0,2.0,1.0,40
3.0,1.0,32,30,2.0,2.0,1.0,40
3.0,2.0,43,41,3.0,3.0,2.0,40
3.0,2.0,20.5,20.5,3.0,3.0,2.0,40
3.0,3.0,48.5,44,1.0,1.0,3.0,40
3.0,3.0,25.5,16,1.0,1.0,3.0,40
3.0,3.0,48.5,50,1.0,1.0,3.0,40
3.0,3.0,21,16.5,1.0,1.0,3.0,39
3.0,3.0,27.5,30.5,1.0,1.0,3.0,39
3.0,2.0,21,45,3.0,3.0,2.0,38
3.0,3.0,31,42,1.0,1.0,3.0,38
3.0,3.0,54.5,11,1.0,1.0,3.0,37
3.0,3.0,53.5,53,1.0,1.0,3.0,37
3.0,1.0,41.5,28,2.0,2.0,1.0,35
3.0,2.0,33,18.5,3.0,3.0,2.0,35
3.0,2.0,49.5,34.5,3.0,3.0,2.0,35
3.0,2.0,33,23,3.0,3.0,2.0,35
3.0,3.0,19,Absent,1.0,1.0,3.0,35
3.0,2.0,20,20.5,3.0,3.0,2.0,34
3.0,3.0,30,32,1.0,1.0,3.0,34
3.0,2.0,24,10.5,3.0,3.0,2.0,33
3.0,2.0,31.5,21.5,3.0,3.0,2.0,33
3.0,2.0,23,26,3.0,3.0,2.0,33
3.0,3.0,35,43,1.0,1.0,3.0,33
3.0,3.0,31.5,42,1.0,1.0,3.0,33
3.0,3.0,25,38.5,1.0,1.0,3.0,33
3.0,2.0,39,18,3.0,3.0,2.0,30
3.0,2.0,15,8,3.0,3.0,2.0,30
3.0,2.0,22,11,3.0,3.0,2.0,29
3.0,3.0,27.5,32,1.0,1.0,3.0,29
3.0,1.0,24,21,2.0,2.0,1.0,28
3.0,2.0,23,31,3.0,3.0,2.0,28
3.0,2.0,34,23,3.0,3.0,2.0,27
3.0,2.0,20,13,3.0,3.0,2.0,26
3.0,3.0,26,19,1.0,1.0,3.0,26
3.0,3.0,29.5,26,1.0,1.0,3.0,26
3.0,3.0,11,8.5,1.0,1.0,3.0,25
3.0,3.0,23,9,1.0,1.0,3.0,25
3.0,2.0,20,12.5,3.0,3.0,2.0,24
3.0,2.0,18,17,3.0,3.0,2.0,23
3.0,2.0,19.5,23,3.0,3.0,2.0,22
3.0,2.0,11.5,23,3.0,3.0,2.0,22
3.0,3.0,12.5,Absent,1.0,1.0,3.0,21
3.0,3.0,18,4.5,1.0,1.0,3.0,18
3.0,3.0,11,10.5,1.0,1.0,3.0,15
3.0,3.0,22.5,Absent,1.0,1.0,3.0,14
4.0,1.0,75.5,91,2.0,2.0,1.0,88.7
4.0,1.0,95.5,96.5,2.0,2.0,1.0,86
4.0,1.0,68.5,64.5,2.0,2.0,1.0,85.5
4.0,3.0,62,69,2.0,2.0,3.0,84.9
4.0,1.0,86,89,2.0,2.0,1.0,84.4
4.0,1.0,60,71,2.0,2.0,1.0,82.3
4.0,3.0,57,73,2.0,2.0,3.0,82.3
4.0,1.0,72,84.5,2.0,2.0,1.0,82.3
4.0,1.0,79.5,89,2.0,2.0,1.0,82.3
4.0,1.0,75.5,76,2.0,2.0,1.0,78.1
4.0,1.0,75,72,2.0,2.0,1.0,77.6
4.0,1.0,84,81,2.0,2.0,1.0,75.4
4.0,1.0,74.5,84.5,2.0,2.0,1.0,75.4
4.0,2.0,52,52.5,1.0,1.0,2.0,74.9
4.0,1.0,70,77.5,2.0,2.0,1.0,73.9
4.0,1.0,49.5,77,2.0,2.0,1.0,72.8
4.0,1.0,68,76.5,2.0,2.0,1.0,72.3
4.0,3.0,47.5,57.5,2.0,2.0,3.0,71.8
4.0,1.0,92,87.5,2.0,2.0,1.0,71.2
4.0,2.0,57.5,69,1.0,1.0,3.0,71.2
4.0,1.0,64.5,73.5,2.0,2.0,1.0,70.7
4.0,1.0,63,54.5,2.0,2.0,1.0,70.7
4.0,2.0,61.5,69,1.0,1.0,2.0,70.7
4.0,2.0,68,69,1.0,1.0,2.0,70.7
4.0,1.0,74.5,87.5,2.0,2.0,1.0,70.7
4.0,1.0,68,77,2.0,2.0,1.0,70.2
4.0,3.0,57,82.5,2.0,2.0,3.0,70.2
4.0,2.0,41,37,1.0,1.0,2.0,69.7
4.0,2.0,41.5,62,1.0,1.0,2.0,69.7
4.0,2.0,37,20.5,1.0,1.0,2.0,68.6
4.0,1.0,59.5,74,2.0,2.0,1.0,68.6
4.0,1.0,65,73.5,2.0,2.0,1.0,67.6
4.0,2.0,64,59.5,1.0,1.0,1.0,67.6
4.0,1.0,71.5,73,2.0,2.0,1.0,67.6
4.0,1.0,63.5,73.5,2.0,2.0,1.0,67.6
4.0,3.0,71,58.5,2.0,2.0,3.0,67
4.0,1.0,69,79.5,2.0,2.0,1.0,66.5
4.0,3.0,62,77,2.0,2.0,3.0,66.5
4.0,3.0,59,69.5,2.0,2.0,3.0,66.5
4.0,3.0,54.5,73,2.0,2.0,3.0,65.4
4.0,2.0,53,77,1.0,1.0,2.0,65.4
4.0,2.0,43.5,29.5,1.0,1.0,2.0,65.4
4.0,2.0,56.5,70.5,1.0,1.0,2.0,65.4
4.0,2.0,87,65,1.0,1.0,2.0,65.4
4.0,3.0,54.5,79.5,2.0,2.0,3.0,65.4
4.0,1.0,51,64.5,2.0,2.0,1.0,64.4
4.0,1.0,52,66.5,2.0,2.0,1.0,64.4
4.0,1.0,59,44.5,2.0,2.0,1.0,64.4
4.0,2.0,34,38.5,1.0,1.0,2.0,64.4
4.0,1.0,68,66,2.0,2.0,1.0,64.4
4.0,3.0,38,58,2.0,2.0,3.0,64.4
4.0,2.0,62,68,1.0,1.0,2.0,64.4
4.0,3.0,58,56.5,2.0,2.0,3.0,64.4
4.0,3.0,39,44.5,2.0,2.0,3.0,64.4
4.0,3.0,42.5,65,2.0,2.0,3.0,63.3
4.0,3.0,57.5,68.5,2.0,2.0,3.0,63.3
4.0,2.0,67,67.5,1.0,1.0,2.0,63.3
4.0,1.0,76.5,66,2.0,2.0,1.0,62.7
4.0,2.0,73.5,71.5,1.0,1.0,2.0,62.3
4.0,1.0,52,53.5,2.0,2.0,1.0,62.3
4.0,1.0,37.5,62.5,2.0,2.0,1.0,62.3
4.0,3.0,34.5,39,2.0,2.0,3.0,62.3
4.0,2.0,26,58,1.0,1.0,2.0,61.2
4.0,3.0,45.5,50,2.0,2.0,3.0,61.2
4.0,2.0,38,34.5,1.0,1.0,2.0,60.2
4.0,2.0,62,51.5,1.0,1.0,2.0,60.2
4.0,2.0,56,68.5,1.0,1.0,2.0,60.2
4.0,3.0,56.5,54,2.0,2.0,3.0,60.2
4.0,3.0,50,67.5,2.0,2.0,3.0,60.2
4.0,2.0,35,50.5,1.0,1.0,2.0,60.2
4.0,2.0,53,42,1.0,1.0,2.0,59.1
4.0,3.0,67,79.5,2.0,2.0,3.0,58.1
4.0,2.0,47.5,73.5,1.0,1.0,2.0,57
4.0,3.0,38,59.5,2.0,2.0,3.0,57
4.0,1.0,53.5,53.5,2.0,2.0,1.0,55.9
4.0,2.0,44,34,1.0,1.0,2.0,55.9
4.0,1.0,68,63,2.0,2.0,1.0,55.9
4.0,3.0,66,81,2.0,2.0,3.0,55.9
4.0,3.0,34.5,48.5,2.0,2.0,3.0,54.9
4.0,3.0,46.5,65,2.0,2.0,3.0,53.8
4.0,3.0,40.5,52.5,2.0,2.0,3.0,53.8
4.0,2.0,37.5,56.5,1.0,1.0,2.0,52.8
4.0,1.0,43.5,34.5,2.0,2.0,1.0,52.8
4.0,3.0,35.5,18,2.0,2.0,3.0,52.8
4.0,3.0,28.5,38.5,2.0,2.0,3.0,52.8
4.0,3.0,57,69,2.0,2.0,3.0,52.8
4.0,2.0,34.5,38,1.0,1.0,2.0,51.7
4.0,2.0,38,26.5,1.0,1.0,2.0,51.7
4.0,3.0,17,23,2.0,2.0,2.0,51.7
4.0,3.0,40,61.5,2.0,2.0,3.0,51.7
4.0,3.0,64.5,72,2.0,2.0,3.0,51.7
4.0,3.0,41.5,42.5,2.0,2.0,3.0,51.7
4.0,3.0,48,38.5,2.0,2.0,3.0,51.7
4.0,1.0,30.5,43,2.0,2.0,1.0,50.7
4.0,2.0,53,69.5,1.0,1.0,2.0,50.7
4.0,1.0,61.5,45.5,2.0,2.0,1.0,50.7
4.0,3.0,40.5,57,2.0,2.0,3.0,50.7
4.0,1.0,55,72.5,2.0,2.0,1.0,49.6
4.0,3.0,32,43.5,2.0,2.0,3.0,49.6
4.0,2.0,47.5,53.5,1.0,1.0,2.0,49.6
4.0,3.0,33.5,45.5,2.0,2.0,3.0,49.6
4.0,2.0,19,30.5,1.0,1.0,2.0,49.6
4.0,3.0,Absent,Absent,2.0,2.0,3.0,49.6
4.0,2.0,47,55,1.0,1.0,2.0,48.6
4.0,2.0,31,38.5,1.0,1.0,2.0,48.6
4.0,2.0,32.5,45.5,1.0,1.0,1.0,48.6
4.0,3.0,45,54.5,2.0,2.0,3.0,48.6
4.0,1.0,45,45,2.0,2.0,1.0,47.5
4.0,3.0,47,64,2.0,2.0,3.0,47.5
4.0,2.0,15,10,1.0,1.0,2.0,46.4
4.0,1.0,55.5,53.5,2.0,2.0,1.0,46.4
4.0,1.0,42,51,2.0,2.0,1.0,46.4
4.0,3.0,22.5,22,2.0,2.0,3.0,46.4
4.0,2.0,13.5,9.5,1.0,1.0,2.0,45.4
4.0,2.0,35.5,25.5,1.0,1.0,2.0,44.3
4.0,3.0,26.5,50.5,2.0,2.0,1.0,44.3
4.0,2.0,32,58.5,1.0,1.0,2.0,44.3
4.0,1.0,47,60,2.0,2.0,1.0,44.3
4.0,3.0,30.5,64.5,2.0,2.0,3.0,44.3
4.0,2.0,,,,,2.0,44.3
4.0,2.0,26.5,54,1.0,1.0,2.0,44.3
4.0,3.0,25.5,30,2.0,2.0,3.0,44.3
4.0,2.0,32.5,43.5,1.0,1.0,2.0,43.3
4.0,3.0,15,16,2.0,2.0,3.0,43.3
4.0,2.0,35,39,1.0,1.0,2.0,43.3
4.0,3.0,41.5,56,2.0,2.0,3.0,43.3
4.0,1.0,18.5,25,2.0,2.0,1.0,42.2
4.0,1.0,23.5,39.5,2.0,2.0,1.0,42.2
4.0,3.0,18,31,2.0,2.0,3.0,42.2
4.0,3.0,39.5,39,2.0,2.0,3.0,42.2
4.0,2.0,31,14.5,1.0,1.0,2.0,41.2
4.0,3.0,20,12.5,2.0,2.0,3.0,41.2
4.0,3.0,33,43,2.0,2.0,3.0,41.2
4.0,2.0,33.5,14,1.0,1.0,2.0,40.1
4.0,2.0,47,33,1.0,1.0,2.0,40.1
4.0,1.0,36.5,39.5,2.0,2.0,1.0,40.1
4.0,3.0,20,57,2.0,2.0,3.0,40.1
4.0,3.0,20.5,33.5,2.0,2.0,3.0,40.1
4.0,2.0,14,27,1.0,1.0,2.0,39.1
4.0,2.0,29,35.5,1.0,1.0,2.0,39.1
4.0,2.0,23.5,15,1.0,1.0,2.0,38
4.0,1.0,24.5,34,2.0,2.0,1.0,38
4.0,3.0,32.5,25.5,2.0,2.0,2.0,38
4.0,1.0,36.5,40.5,2.0,2.0,1.0,36.9
4.0,3.0,Absent,Absent,2.0,2.0,3.0,36.9
4.0,2.0,30.5,56,1.0,1.0,2.0,35.9
4.0,3.0,29,35.5,2.0,2.0,3.0,35.9
4.0,3.0,20.5,47.5,2.0,2.0,3.0,35.9
4.0,1.0,39,52,2.0,2.0,1.0,34.8
4.0,2.0,26.5,28,1.0,1.0,2.0,33.8
4.0,1.0,43.5,40.5,2.0,2.0,1.0,33.8
4.0,3.0,26,33.5,2.0,2.0,3.0,33.8
4.0,1.0,39,34.5,2.0,2.0,1.0,32.7
4.0,2.0,25,20,1.0,1.0,2.0,32.7
4.0,2.0,31.5,30.5,1.0,1.0,2.0,32.7
4.0,3.0,18,63.5,2.0,2.0,1.0,32.7
4.0,3.0,Absent,Absent,2.0,2.0,3.0,32.7
4.0,2.0,33.5,14.5,1.0,1.0,2.0,31.7
4.0,2.0,35.5,40.5,1.0,1.0,3.0,31.7
4.0,2.0,33,36,1.0,1.0,2.0,31.7
4.0,3.0,35,36.5,2.0,2.0,3.0,31.7
4.0,3.0,46.5,34.5,2.0,2.0,3.0,31.7
4.0,2.0,21,30,1.0,1.0,2.0,30.6
4.0,3.0,29,4.5,2.0,2.0,3.0,29.6
4.0,1.0,27,23,2.0,2.0,1.0,29.6
4.0,2.0,30,16,1.0,1.0,2.0,28.5
4.0,2.0,29,22.5,1.0,1.0,2.0,27.4
4.0,3.0,17,22,2.0,2.0,3.0,27.4
4.0,3.0,22.5,44,2.0,2.0,3.0,27.4
4.0,2.0,35,37,1.0,1.0,1.0,26.4
4.0,3.0,30,27,2.0,2.0,3.0,26.4
4.0,3.0,37.5,49.5,2.0,2.0,3.0,25.3
4.0,2.0,21,8,1.0,1.0,2.0,24.3
4.0,3.0,22.5,21.5,2.0,2.0,3.0,24.3
4.0,3.0,17.5,13.5,2.0,2.0,2.0,23.2
4.0,1.0,43,35,2.0,2.0,1.0,23.2
4.0,2.0,25.5,31,1.0,1.0,2.0,23.2
4.0,2.0,22.5,19.5,1.0,1.0,2.0,23.2
4.0,2.0,20.5,20,1.0,1.0,2.0,23.2
4.0,3.0,Absent,Absent,2.0,2.0,3.0,22.2
4.0,3.0,25,19.5,2.0,2.0,3.0,20.1
4.0,1.0,51.5,36,2.0,2.0,1.0,19
4.0,2.0,,,,,2.0,19
4.0,2.0,23.5,15.5,1.0,1.0,3.0,19
4.0,3.0,10,13,2.0,2.0,3.0,17.9
4.0,3.0,31.5,15.5,2.0,2.0,3.0,17.9
4.0,1.0,35,26,2.0,2.0,1.0,15.8
4.0,2.0,32.5,26,1.0,1.0,2.0,14.8
4.0,3.0,35.5,37.5,2.0,2.0,3.0,14.8
4.0,3.0,Absent,Absent,2.0,2.0,3.0,14.8
4.0,2.0,26.5,16.5,1.0,1.0,2.0,13.7
4.0,1.0,23.5,53.5,2.0,2.0,1.0,13.7
4.0,3.0,17.5,8,2.0,2.0,3.0,13.7
4.0,3.0,,,,,3.0,12.7
4.0,2.0,29,19.5,1.0,1.0,2.0,7.4
5.0,1.0,79,79,2.0,2.0,1.0,95
5.0,1.0,86.5,82,2.0,2.0,1.0,92
5.0,1.0,83,74,2.0,2.0,1.0,89
5.0,1.0,84.5,82.5,2.0,2.0,1.0,89
5.0,3.0,75.5,77,2.0,2.0,3.0,88
5.0,1.0,86,85,2.0,2.0,1.0,88
5.0,3.0,77,84.5,2.0,2.0,3.0,88
5.0,1.0,85,79,2.0,2.0,1.0,87
5.0,1.0,85,73,2.0,2.0,1.0,85
5.0,1.0,81,69.5,2.0,2.0,1.0,85
5.0,1.0,49.5,62.5,2.0,2.0,1.0,84
5.0,1.0,78,80.5,2.0,2.0,1.0,83
5.0,1.0,57.5,63.5,2.0,2.0,1.0,83
5.0,3.0,75.5,65,2.0,2.0,3.0,83
5.0,1.0,73,76.5,2.0,2.0,1.0,83
5.0,1.0,88,65.5,2.0,2.0,1.0,83
5.0,3.0,52,52,2.0,2.0,3.0,83
5.0,2.0,66,64,1.0,1.0,2.0,82
5.0,2.0,54,51.5,1.0,1.0,2.0,82
5.0,1.0,75.5,59,2.0,2.0,1.0,82
5.0,1.0,72.5,65,2.0,2.0,1.0,81
5.0,1.0,63,63.5,2.0,2.0,1.0,81
5.0,1.0,83,64.5,2.0,2.0,1.0,81
5.0,3.0,53.5,60,2.0,2.0,3.0,81
5.0,2.0,38,40,1.0,1.0,2.0,80
5.0,1.0,55.5,47,2.0,2.0,1.0,80
5.0,1.0,73.5,69,2.0,2.0,1.0,80
5.0,1.0,80.5,79.5,2.0,2.0,1.0,80
5.0,3.0,69,77,2.0,2.0,3.0,80
5.0,3.0,66.5,67,2.0,2.0,3.0,79
5.0,1.0,50,56.5,2.0,2.0,1.0,78
5.0,1.0,69,76.5,2.0,2.0,1.0,77
5.0,1.0,59.5,71.5,2.0,2.0,1.0,76
5.0,1.0,92.5,87,2.0,2.0,1.0,75
5.0,1.0,83,77,2.0,2.0,1.0,75
5.0,1.0,72.5,75,2.0,2.0,1.0,75
5.0,3.0,40.5,52,2.0,2.0,3.0,74
5.0,2.0,65,62,1.0,1.0,2.0,74
5.0,1.0,70,74.5,2.0,2.0,1.0,73
5.0,1.0,52,56,2.0,2.0,1.0,73
5.0,1.0,51,42.5,2.0,2.0,1.0,73
5.0,1.0,75,62.5,2.0,2.0,1.0,72
5.0,1.0,68.5,73,2.0,2.0,1.0,72
5.0,2.0,44.5,44.5,1.0,1.0,2.0,72
5.0,2.0,44.5,27.5,1.0,1.0,2.0,71
5.0,1.0,72.5,94.5,2.0,2.0,1.0,71
5.0,3.0,56.5,65.5,2.0,2.0,3.0,71
5.0,1.0,79,90,2.0,2.0,1.0,69
5.0,1.0,76,61.5,2.0,2.0,1.0,69
5.0,2.0,43.5,53,1.0,1.0,2.0,68
5.0,2.0,43.5,43,1.0,1.0,2.0,68
5.0,3.0,57,69.5,2.0,2.0,3.0,68
5.0,2.0,48.5,28,1.0,1.0,2.0,67
5.0,2.0,78,73.5,1.0,1.0,2.0,67
5.0,3.0,69,58,2.0,2.0,3.0,66
5.0,3.0,37,16,2.0,2.0,3.0,65
5.0,1.0,64.5,61.5,2.0,2.0,1.0,64
5.0,3.0,38,42.5,2.0,2.0,3.0,64
5.0,1.0,45.5,33.5,2.0,2.0,1.0,64
5.0,3.0,42.5,34.5,2.0,2.0,3.0,64
5.0,2.0,39.5,30,1.0,1.0,2.0,64
5.0,3.0,,,,,3.0,64
5.0,3.0,37.5,29,2.0,2.0,3.0,64
5.0,1.0,55,44.5,2.0,2.0,1.0,62
5.0,1.0,68.5,53,2.0,2.0,1.0,62
5.0,3.0,52,56.5,2.0,2.0,3.0,62
5.0,3.0,40,28,2.0,2.0,3.0,60
5.0,2.0,57.5,56.5,1.0,1.0,2.0,60
5.0,2.0,41,38.5,1.0,1.0,2.0,59
5.0,2.0,48.5,51.5,1.0,1.0,2.0,59
5.0,1.0,46,41.5,2.0,2.0,1.0,59
5.0,3.0,33.5,30,2.0,2.0,3.0,58
5.0,3.0,40,48,2.0,2.0,3.0,58
5.0,3.0,39.5,39.5,2.0,2.0,3.0,58
5.0,1.0,53,33.5,2.0,2.0,1.0,57
5.0,2.0,36.5,39,1.0,1.0,2.0,57
5.0,3.0,34.5,42,2.0,2.0,3.0,57
5.0,3.0,54,52,2.0,2.0,3.0,57
5.0,2.0,65,60.5,1.0,1.0,2.0,56
5.0,1.0,60.5,55,2.0,2.0,1.0,56
5.0,2.0,27,48,1.0,1.0,2.0,55
5.0,3.0,55,49,2.0,2.0,3.0,55
5.0,2.0,27,43.5,1.0,1.0,2.0,55
5.0,3.0,26,36,2.0,2.0,3.0,55
5.0,2.0,48.5,58,1.0,1.0,2.0,54
5.0,2.0,50.5,40,1.0,1.0,2.0,54
5.0,2.0,26.5,31.5,1.0,1.0,2.0,53
5.0,2.0,40.5,33.5,1.0,1.0,2.0,52
5.0,3.0,,,,,3.0,52
5.0,3.0,50,36.5,2.0,2.0,3.0,52
5.0,1.0,52.5,47.5,2.0,2.0,1.0,52
5.0,3.0,42,25,2.0,2.0,3.0,51
5.0,1.0,41,24,2.0,2.0,1.0,50
5.0,3.0,20,Absent,2.0,2.0,3.0,50
5.0,2.0,31,45,1.0,1.0,2.0,49
5.0,1.0,51,42.5,2.0,2.0,1.0,47
5.0,3.0,40.5,37,2.0,2.0,3.0,47
5.0,2.0,40,46,1.0,1.0,2.0,47
5.0,2.0,58,42.5,1.0,1.0,2.0,46
5.0,1.0,47,23.5,2.0,2.0,1.0,43
5.0,3.0,,,,,3.0,43
5.0,1.0,55,47.5,2.0,2.0,1.0,42
5.0,3.0,40.5,42,2.0,2.0,3.0,41
5.0,3.0,26.5,16,2.0,2.0,3.0,41
5.0,2.0,36,25,1.0,1.0,2.0,40
5.0,1.0,48,30,2.0,2.0,1.0,40
5.0,3.0,44,40,2.0,2.0,3.0,40
5.0,2.0,40,29,1.0,1.0,2.0,38
5.0,2.0,56,36.5,1.0,1.0,2.0,38
5.0,3.0,17.5,28.5,2.0,2.0,3.0,38
5.0,2.0,,,,,2.0,38
5.0,2.0,44.5,33.5,1.0,1.0,2.0,36
5.0,2.0,41.5,36.5,1.0,1.0,2.0,36
5.0,2.0,67.5,66.5,1.0,1.0,2.0,36
5.0,3.0,33,42,2.0,2.0,3.0,36
5.0,3.0,35,39.5,2.0,2.0,3.0,36
5.0,2.0,,,,,2.0,35
5.0,2.0,,,,,2.0,34
5.0,2.0,23,25,1.0,1.0,2.0,34
5.0,3.0,10.5,Absent,2.0,2.0,3.0,34
5.0,2.0,11.5,Absent,1.0,1.0,2.0,33
5.0,3.0,41,35,2.0,2.0,3.0,31
5.0,2.0,33,19.5,1.0,1.0,2.0,29
5.0,2.0,41,42,1.0,1.0,2.0,28
5.0,2.0,44.5,22,1.0,1.0,2.0,28
5.0,2.0,21,18.5,1.0,1.0,2.0,27
5.0,3.0,25,17.5,2.0,2.0,3.0,27
5.0,3.0,11.5,28,2.0,2.0,3.0,23
5.0,1.0,29,29.5,2.0,2.0,1.0,22
5.0,3.0,39,36,2.0,2.0,3.0,22
5.0,1.0,,,,,1.0,21
5.0,1.0,30,36.5,2.0,2.0,1.0,21
5.0,2.0,31.5,14.5,1.0,1.0,2.0,20
5.0,3.0,11,Absent,2.0,2.0,3.0,18
5.0,2.0,24,31,1.0,1.0,2.0,18
5.0,1.0,59,58,2.0,2.0,1.0,18
5.0,3.0,26.5,24.5,2.0,2.0,3.0,17
5.0,2.0,35.5,20,1.0,1.0,2.0,15
5.0,1.0,22,42.5,2.0,2.0,1.0,15
5.0,2.0,,,,,2.0,14
5.0,3.0,24,18,2.0,2.0,3.0,13
5.0,3.0,,,,,3.0,12
5.0,2.0,25,22.5,1.0,1.0,2.0,11
5.0,3.0,36.5,19.5,2.0,2.0,3.0,11
5.0,1.0,32.5,14,2.0,2.0,1.0,9
5.0,3.0,28,33.5,2.0,2.0,3.0,8
5.0,1.0,13.5,16.5,2.0,2.0,1.0,7
5.0,3.0,24,26,2.0,2.0,3.0,5
6.0,1.0,80.5,74.5,1.0,1.0,1.0,96
6.0,1.0,83,94.5,1.0,1.0,2.0,93
6.0,1.0,88,79,1.0,1.0,2.0,92
6.0,1.0,54.5,44,1.0,1.0,2.0,92
6.0,1.0,66,70,1.0,1.0,2.0,91
6.0,1.0,81,73.5,1.0,1.0,1.0,90
6.0,1.0,68,52,1.0,1.0,2.0,90
6.0,1.0,72.5,62,1.0,1.0,1.0,89
6.0,1.0,83,65,1.0,1.0,1.0,88
6.0,1.0,79.5,51.5,1.0,1.0,1.0,87
6.0,1.0,84,54.5,1.0,1.0,1.0,86
6.0,1.0,83,71.5,1.0,1.0,1.0,84
6.0,1.0,63.5,48.5,1.0,1.0,2.0,84
6.0,1.0,76,74.5,1.0,1.0,2.0,83
6.0,1.0,51.5,43,1.0,1.0,2.0,82
6.0,1.0,65,50.5,1.0,1.0,2.0,81
6.0,1.0,61.5,55,1.0,1.0,2.0,80
6.0,1.0,66.5,61.5,1.0,1.0,2.0,79
6.0,1.0,73.5,59,1.0,1.0,1.0,79
6.0,1.0,72.5,61.5,1.0,1.0,1.0,79
6.0,2.0,69,70.5,2.0,2.0,2.0,79
6.0,1.0,52.5,43.5,1.0,1.0,2.0,78
6.0,1.0,58,53.5,1.0,1.0,1.0,78
6.0,1.0,60.5,66,1.0,1.0,1.0,78
6.0,1.0,64,33.5,1.0,1.0,1.0,75
6.0,1.0,62.5,60,1.0,1.0,2.0,73
6.0,1.0,79,44,1.0,1.0,1.0,72
6.0,1.0,69,63,1.0,1.0,2.0,72
6.0,1.0,71,65.5,1.0,1.0,1.0,72
6.0,1.0,69.5,55,1.0,1.0,1.0,71
6.0,2.0,46,43,2.0,2.0,1.0,71
6.0,2.0,61.5,78,2.0,2.0,2.0,71
6.0,1.0,67.5,41,1.0,1.0,1.0,70
6.0,1.0,69,68.5,1.0,1.0,2.0,69
6.0,1.0,82.5,53.5,1.0,1.0,1.0,68
6.0,1.0,64,52.5,1.0,1.0,1.0,68
6.0,1.0,39.5,42,1.0,1.0,1.0,67
6.0,1.0,73.5,48.5,1.0,1.0,2.0,66
6.0,1.0,56,40,1.0,1.0,2.0,66
6.0,1.0,42.5,26.5,1.0,1.0,2.0,65
6.0,1.0,49.5,51,1.0,1.0,2.0,65
6.0,2.0,53,52,2.0,2.0,1.0,64
6.0,2.0,78,67.5,2.0,2.0,1.0,64
6.0,1.0,80.5,48.5,1.0,1.0,2.0,64
6.0,2.0,54.5,49,2.0,2.0,2.0,62
6.0,2.0,36,41.5,2.0,2.0,1.0,60
6.0,2.0,31.5,46.5,2.0,2.0,1.0,60
6.0,2.0,43.5,29,2.0,2.0,2.0,60
6.0,1.0,,,,,1.0,60
6.0,2.0,28,49,2.0,2.0,1.0,58
6.0,1.0,41.5,48.5,1.0,1.0,1.0,58
6.0,2.0,41,39,2.0,2.0,1.0,57
6.0,1.0,,,,,1.0,57
6.0,1.0,54.5,41.5,1.0,1.0,1.0,56
6.0,2.0,47.5,46.5,2.0,2.0,2.0,55
6.0,2.0,,,,,2.0,54
6.0,1.0,39.5,48.5,1.0,1.0,2.0,52
6.0,1.0,54.5,50,1.0,1.0,1.0,52
6.0,1.0,52,34,1.0,1.0,1.0,52
6.0,2.0,46,61.5,2.0,2.0,2.0,51
6.0,2.0,49.5,57,2.0,2.0,2.0,51
6.0,1.0,47.5,22.5,1.0,1.0,1.0,50
6.0,2.0,34,35.5,2.0,2.0,1.0,50
6.0,2.0,24,15.5,2.0,2.0,1.0,48
6.0,2.0,58.5,39.5,2.0,2.0,1.0,47
6.0,2.0,27,47.5,2.0,2.0,1.0,47
6.0,2.0,38,39.5,2.0,2.0,2.0,47
6.0,2.0,49,43,2.0,2.0,2.0,46
6.0,2.0,,,,,2.0,46
6.0,2.0,41.5,27,2.0,2.0,2.0,45
6.0,2.0,38.5,31.5,2.0,2.0,2.0,44
6.0,2.0,39,34,2.0,2.0,2.0,43
6.0,2.0,,,,,2.0,43
6.0,1.0,60.5,57,1.0,1.0,2.0,42
6.0,1.0,,,,,1.0,41
6.0,2.0,,,,,2.0,41
6.0,2.0,46,28.5,2.0,2.0,2.0,41
6.0,2.0,23,35.5,2.0,2.0,1.0,39
6.0,2.0,22.5,43.5,2.0,2.0,1.0,39
6.0,1.0,66.5,50.5,1.0,1.0,2.0,38
6.0,1.0,57,29.5,1.0,1.0,1.0,36
6.0,1.0,43,31,1.0,1.0,2.0,36
6.0,2.0,,,,,2.0,36
6.0,1.0,,,,,1.0,33
6.0,2.0,32,28.5,2.0,2.0,2.0,33
6.0,2.0,40,31.5,2.0,2.0,2.0,32
6.0,2.0,27.5,Absent,2.0,2.0,1.0,32
6.0,2.0,16,44.5,2.0,2.0,1.0,32
6.0,2.0,32,52.5,2.0,2.0,1.0,30
6.0,1.0,,,,,1.0,29
6.0,1.0,,,,,1.0,28
6.0,2.0,20.5,24.5,2.0,2.0,1.0,27
6.0,2.0,30.5,28.5,2.0,2.0,1.0,26
6.0,2.0,,,,,2.0,25
6.0,2.0,22.5,Absent,2.0,2.0,1.0,25
6.0,1.0,,,,,1.0,25
6.0,2.0,28,37,2.0,2.0,1.0,24
