Cohort,Section Y1,Midterm Y1,Final Y1,Teacher Midterm Y1,Teacher Final Y1,Section Y2,Exam Y2
6.0,2.0,,,,,2.0,23
6.0,1.0,,,,,1.0,22
6.0,1.0,,,,,1.0,21
6.0,2.0,,,,,2.0,18
6.0,1.0,,,,,1.0,18
6.0,1.0,,,,,1.0,16
6.0,2.0,29,16,2.0,2.0,1.0,15
6.0,2.0,16.5,27.5,2.0,2.0,1.0,14
6.0,2.0,,,,,2.0,14
6.0,2.0,31,35,2.0,2.0,1.0,13
6.0,1.0,,,,,1.0,13
6.0,1.0,,,,,1.0,12
6.0,2.0,28.5,29,2.0,2.0,2.0,11
6.0,2.0,,,,,2.0,6
6.0,1.0,,,,,1.0,6
6.0,2.0,,,,,2.0,6
6.0,2.0,,,,,2.0,2
6.0,1.0,,,,,1.0,0
7.0,2.0,37,37.93,2.0,2.0,2.0,Absent
7.0,3.0,82.5,79.43,1.0,1.0,3.0,94.29
7.0,3.0,76.5,77.4,1.0,1.0,3.0,91.43
7.0,1.0,65,84.13,2.0,1.0,1.0,90.71
7.0,3.0,85.5,97.8,1.0,1.0,3.0,90.71
7.0,1.0,87.5,84.9,2.0,1.0,1.0,87.14
7.0,3.0,75.5,93.07,1.0,1.0,3.0,87.14
7.0,2.0,48.5,83.9,2.0,2.0,2.0,86.43
7.0,2.0,76.5,76.93,2.0,2.0,2.0,86.43
7.0,1.0,85.5,83.33,2.0,1.0,1.0,84.29
7.0,2.0,80.5,77.23,2.0,2.0,2.0,84.29
7.0,1.0,71.5,69.73,2.0,1.0,1.0,83.57
7.0,1.0,81.5,90,2.0,1.0,1.0,81.43
7.0,1.0,52.5,79,2.0,1.0,1.0,78.57
7.0,3.0,79.5,88.6,1.0,1.0,3.0,77.86
7.0,3.0,67.5,87.5,1.0,1.0,3.0,76.43
7.0,1.0,69.5,81.4,2.0,1.0,1.0,73.57
7.0,2.0,56.5,54.67,2.0,2.0,2.0,72.14
7.0,2.0,54,58.03,2.0,2.0,2.0,72.14
7.0,2.0,86,85,2.0,2.0,2.0,71.43
7.0,3.0,66,76.4,1.0,1.0,3.0,70
7.0,3.0,23.5,74.47,1.0,1.0,3.0,70
7.0,3.0,56,70.3,1.0,1.0,3.0,69.29
7.0,3.0,71,76.4,1.0,1.0,3.0,68.57
7.0,1.0,43.5,69.13,2.0,1.0,1.0,67.86
7.0,3.0,64.5,80.17,1.0,1.0,3.0,67.86
7.0,2.0,35,64.47,2.0,2.0,2.0,67.86
7.0,3.0,43,66.83,1.0,1.0,3.0,67.14
7.0,2.0,70,84.17,2.0,2.0,2.0,66.43
7.0,2.0,64,63.07,2.0,2.0,2.0,65.71
7.0,3.0,61.5,72.5,1.0,1.0,3.0,65.71
7.0,1.0,58.5,82.77,2.0,1.0,1.0,65.71
7.0,1.0,39.5,65,2.0,1.0,1.0,65.71
7.0,3.0,24.5,42.67,1.0,1.0,3.0,65.71
7.0,3.0,65,69.97,1.0,1.0,3.0,65
7.0,1.0,64,78.17,2.0,1.0,1.0,64.29
7.0,2.0,73.5,83.6,2.0,2.0,2.0,64.29
7.0,3.0,31.5,45.83,1.0,1.0,3.0,64.29
7.0,1.0,56.5,75,2.0,1.0,1.0,64.29
7.0,1.0,61,73.33,2.0,1.0,1.0,63.57
7.0,1.0,65.5,79.73,2.0,1.0,1.0,63.57
7.0,3.0,82,91.4,1.0,1.0,3.0,62.86
7.0,1.0,70,91.67,2.0,1.0,1.0,62.86
7.0,3.0,52.5,61.4,1.0,1.0,3.0,62.86
7.0,1.0,78.5,55.57,2.0,1.0,1.0,62.14
7.0,2.0,39,69.33,2.0,2.0,2.0,62.14
7.0,2.0,41,44.97,2.0,2.0,2.0,62.14
7.0,1.0,5,61.63,2.0,1.0,1.0,60.71
7.0,2.0,85.5,69.73,2.0,2.0,2.0,60.71
7.0,1.0,41,67.1,2.0,1.0,1.0,60
7.0,3.0,56.5,50.57,1.0,1.0,3.0,60
7.0,1.0,43,66.37,2.0,1.0,1.0,59.29
7.0,1.0,34,55.47,2.0,1.0,2.0,59.29
7.0,1.0,48,62.67,2.0,1.0,1.0,58.57
7.0,2.0,34,54.33,2.0,2.0,2.0,57.14
7.0,2.0,32,61.57,2.0,2.0,2.0,57.14
7.0,2.0,43,43.37,2.0,2.0,2.0,57.14
7.0,2.0,37.5,42.73,2.0,2.0,2.0,57.14
7.0,1.0,50,60.23,2.0,1.0,1.0,56.43
7.0,2.0,18.5,72.23,2.0,2.0,2.0,55.71
7.0,1.0,37,80,2.0,1.0,1.0,55.71
7.0,3.0,35,43.03,1.0,1.0,3.0,55
7.0,3.0,44.5,42.37,1.0,1.0,3.0,55
7.0,3.0,38.5,64.97,1.0,1.0,3.0,55
7.0,3.0,44.5,71,1.0,1.0,3.0,54.29
7.0,1.0,46.5,29,2.0,1.0,1.0,53.57
7.0,1.0,46,41.37,2.0,1.0,1.0,53.57
7.0,2.0,23.5,37.13,2.0,2.0,2.0,52.86
7.0,1.0,46,44.97,2.0,1.0,1.0,52.86
7.0,3.0,12.5,21.57,1.0,1.0,3.0,52.14
7.0,3.0,57.5,61.83,1.0,1.0,3.0,52.14
7.0,1.0,25,30.57,2.0,1.0,1.0,51.43
7.0,2.0,59,76.67,2.0,2.0,2.0,51.43
7.0,1.0,25,58.33,2.0,1.0,1.0,50.71
7.0,2.0,21.5,54.07,2.0,2.0,2.0,50
7.0,1.0,23,15.27,2.0,1.0,1.0,50
7.0,2.0,25.5,54.7,2.0,2.0,2.0,49.29
7.0,1.0,50,36.37,2.0,1.0,1.0,49.29
7.0,3.0,51,61,1.0,1.0,3.0,49.29
7.0,1.0,45,49.07,2.0,1.0,1.0,48.57
7.0,3.0,20,63.63,1.0,1.0,3.0,47.86
7.0,2.0,80,80.27,2.0,2.0,1.0,47.14
7.0,2.0,34,35.27,2.0,2.0,2.0,47.14
7.0,2.0,50,38.6,2.0,2.0,2.0,47.14
7.0,2.0,22.5,35.53,2.0,2.0,2.0,47.14
7.0,1.0,37.5,28.87,2.0,1.0,1.0,47.14
7.0,2.0,14.5,22.97,2.0,2.0,2.0,47.14
7.0,2.0,10,59.73,2.0,2.0,2.0,46.43
7.0,1.0,48.5,45.8,2.0,1.0,1.0,45.71
7.0,1.0,30,71.4,2.0,1.0,1.0,45.71
7.0,2.0,72,65.53,2.0,2.0,2.0,45.71
7.0,1.0,25,Absent,2.0,1.0,1.0,45.71
7.0,2.0,41,58.33,2.0,2.0,2.0,45
7.0,2.0,24,Absent,2.0,2.0,2.0,45
7.0,1.0,55,39.33,2.0,1.0,1.0,44.29
7.0,1.0,29.5,57.23,2.0,1.0,1.0,44.29
7.0,2.0,,,,,2.0,44.29
7.0,2.0,28.5,31.93,2.0,2.0,2.0,44.29
7.0,3.0,22,39.23,1.0,1.0,3.0,44.29
7.0,2.0,24,53.17,2.0,2.0,2.0,44.29
7.0,1.0,48,78.6,2.0,1.0,1.0,43.57
7.0,2.0,16.5,26.53,2.0,2.0,1.0,42.86
7.0,1.0,43,74.43,2.0,1.0,1.0,42.86
7.0,1.0,55.5,72.5,2.0,1.0,1.0,42.14
7.0,2.0,26.5,46.23,2.0,2.0,2.0,42.14
7.0,1.0,13,18.07,2.0,1.0,1.0,42.14
7.0,1.0,54,70.83,2.0,1.0,1.0,41.43
7.0,3.0,23,23.23,1.0,1.0,3.0,41.43
7.0,1.0,33,43.77,2.0,1.0,2.0,41.43
7.0,3.0,42.5,57.5,1.0,1.0,3.0,40.71
7.0,2.0,33.5,63.33,2.0,2.0,2.0,40.71
7.0,2.0,14.5,41.7,2.0,2.0,2.0,40.71
7.0,2.0,35,56.4,2.0,2.0,2.0,40.71
7.0,1.0,50.5,50.17,2.0,1.0,1.0,40.71
7.0,2.0,15,26.53,2.0,2.0,2.0,40.71
7.0,2.0,29,71.93,2.0,2.0,2.0,40.71
7.0,1.0,40.5,72.23,2.0,1.0,1.0,40
7.0,3.0,27,14.67,1.0,1.0,3.0,40
7.0,3.0,16.5,32.8,1.0,1.0,3.0,39.29
7.0,1.0,30,57.9,2.0,1.0,1.0,39.29
7.0,3.0,49.5,48.93,1.0,1.0,3.0,39.29
7.0,3.0,39,48.07,1.0,1.0,3.0,38.57
7.0,3.0,38,30.53,1.0,1.0,3.0,38.57
7.0,3.0,28,69.47,1.0,1.0,3.0,38.57
7.0,3.0,22.5,19.83,1.0,1.0,3.0,38.57
7.0,2.0,12.5,41,2.0,2.0,2.0,37.86
7.0,3.0,,,,,3.0,37.86
7.0,3.0,30,63.63,1.0,1.0,3.0,37.86
7.0,1.0,46.5,54.43,2.0,1.0,1.0,37.86
7.0,3.0,31.5,8.43,1.0,1.0,3.0,36.43
7.0,1.0,28.5,47.53,2.0,1.0,1.0,36.43
7.0,1.0,20.5,33.3,2.0,1.0,1.0,35.71
7.0,3.0,39,70.53,1.0,1.0,3.0,35
7.0,2.0,9.5,26.1,2.0,2.0,2.0,35
7.0,2.0,56.5,65.57,2.0,2.0,2.0,35
7.0,1.0,22.5,37.93,2.0,1.0,1.0,35
7.0,1.0,30.5,23.87,2.0,1.0,1.0,35
7.0,1.0,,,,,1.0,34.29
7.0,1.0,38.5,40,2.0,1.0,1.0,33.57
7.0,1.0,39,18.5,2.0,1.0,1.0,32.86
7.0,3.0,44,45.53,1.0,1.0,3.0,32.14
7.0,1.0,38.5,30,2.0,1.0,1.0,32.14
7.0,2.0,,,,,2.0,30.71
7.0,3.0,,,,,3.0,30
7.0,2.0,26,42.5,2.0,2.0,2.0,29.29
7.0,3.0,58,50.27,1.0,1.0,3.0,29.29
7.0,2.0,84.5,56.57,2.0,2.0,2.0,28.57
7.0,3.0,60,40.27,1.0,1.0,3.0,28.57
7.0,1.0,24,19.23,2.0,1.0,1.0,27.86
7.0,2.0,24,29.9,2.0,2.0,2.0,27.14
7.0,1.0,38.5,68.2,2.0,1.0,1.0,27.14
7.0,3.0,,,,,3.0,26.43
7.0,1.0,,,,,1.0,26.43
7.0,3.0,14.5,26.73,1.0,1.0,3.0,25.71
7.0,2.0,26,18.7,2.0,2.0,2.0,25.71
7.0,2.0,,,,,2.0,24.29
7.0,2.0,23,51,2.0,2.0,2.0,23.57
7.0,2.0,28,37.5,2.0,2.0,2.0,23.57
7.0,1.0,31,56.4,2.0,1.0,1.0,23.57
7.0,3.0,12.5,59.6,1.0,1.0,3.0,22.86
7.0,2.0,35,31.27,2.0,2.0,2.0,20.71
7.0,3.0,8,48.63,1.0,1.0,3.0,20
7.0,2.0,43,52.2,2.0,2.0,2.0,17.86
7.0,3.0,29,42.73,1.0,1.0,3.0,17.86
7.0,3.0,12.5,20.83,1.0,1.0,3.0,13.57
7.0,3.0,,,,,3.0,13.57
7.0,3.0,28,58.63,1.0,1.0,3.0,13.57
7.0,1.0,9.5,17.63,2.0,1.0,1.0,12.86
7.0,2.0,17,32.33,2.0,2.0,2.0,11.43
7.0,3.0,19,25.53,1.0,1.0,3.0,10
7.0,2.0,27.5,20.43,2.0,2.0,2.0,9.29
7.0,1.0,13,12.4,2.0,1.0,1.0,9.29
7.0,1.0,,,,,1.0,8.57
7.0,3.0,36.5,17.2,1.0,1.0,3.0,7.14
7.0,1.0,,,,,1.0,0
7.0,1.0,,,,,1.0,0
8.0,3.0,48.57,46.2,1.0,1.0,3.0,Absent
8.0,1.0,45,50,2.0,1.0,1.0,Absent
8.0,2.0,27.14,15.6,2.0,2.0,2.0,Absent
8.0,2.0,62.14,63.8,2.0,2.0,2.0,Absent
8.0,2.0,,,,,2.0,Absent
8.0,3.0,14.29,31.7,1.0,1.0,1.0,Absent
8.0,2.0,87.14,89.5,2.0,2.0,2.0,93.57
8.0,3.0,90.71,89.8,1.0,1.0,3.0,91.43
8.0,2.0,94.29,92.1,2.0,2.0,2.0,88.57
8.0,3.0,86.43,77.9,1.0,1.0,3.0,88.57
8.0,1.0,70.71,81.2,2.0,1.0,1.0,86
8.0,2.0,80.71,81.7,2.0,2.0,2.0,85.71
8.0,3.0,66.43,75.3,1.0,1.0,3.0,85.71
8.0,1.0,82.14,97.6,2.0,1.0,1.0,84.29
8.0,2.0,91.43,89.8,2.0,2.0,2.0,83.86
8.0,3.0,90.71,85.7,1.0,1.0,3.0,82
8.0,1.0,90.71,95.7,2.0,1.0,1.0,80.71
8.0,2.0,80,82.4,2.0,2.0,2.0,80.71
8.0,3.0,82.86,84,1.0,1.0,3.0,80
8.0,3.0,49.29,71.2,1.0,1.0,3.0,80
8.0,2.0,78.57,85.7,2.0,2.0,2.0,79.57
8.0,1.0,74.29,79.3,2.0,1.0,1.0,79.29
8.0,2.0,83.57,84.5,2.0,2.0,2.0,79.29
8.0,3.0,89.29,88.6,1.0,1.0,3.0,77.14
8.0,2.0,59.29,64.7,2.0,2.0,2.0,77.14
8.0,3.0,74.29,86.4,1.0,1.0,3.0,76.43
8.0,2.0,69.29,86.9,2.0,2.0,2.0,75.71
8.0,1.0,87.86,88.8,2.0,1.0,1.0,75.29
8.0,1.0,57.14,69.5,2.0,1.0,1.0,75
8.0,3.0,73.57,75.8,1.0,1.0,3.0,71.43
8.0,3.0,47.14,54,1.0,1.0,3.0,70.29
8.0,1.0,56.43,69.5,2.0,1.0,1.0,70
8.0,3.0,73.57,72.9,1.0,1.0,3.0,69.29
8.0,2.0,75.71,86.4,2.0,2.0,2.0,68.57
8.0,2.0,55.71,58.1,2.0,2.0,2.0,68.14
8.0,1.0,72.14,79.3,2.0,1.0,1.0,67.86
8.0,3.0,57.14,71.2,1.0,1.0,3.0,67.14
8.0,1.0,70.71,54.3,2.0,1.0,1.0,66.71
8.0,2.0,58.57,76.7,2.0,2.0,2.0,66.43
8.0,1.0,67.86,80,2.0,1.0,1.0,65.71
8.0,3.0,41.43,52.4,1.0,1.0,3.0,65.71
8.0,2.0,54.29,87.6,2.0,2.0,2.0,65
8.0,2.0,57.14,45.5,2.0,2.0,2.0,65
8.0,2.0,55.71,78.6,2.0,2.0,2.0,65
8.0,2.0,65.71,63.6,2.0,2.0,2.0,65
8.0,3.0,49.29,66.9,1.0,1.0,3.0,64.14
8.0,1.0,65,72.6,2.0,1.0,1.0,63.14
8.0,2.0,57.86,69.3,2.0,2.0,2.0,63.14
8.0,2.0,70.71,90.7,2.0,2.0,2.0,62.14
8.0,2.0,60.71,76.9,2.0,2.0,2.0,62.14
8.0,1.0,86.43,76.9,2.0,1.0,1.0,61.71
8.0,3.0,52.86,53.1,1.0,1.0,3.0,61.43
8.0,1.0,62.86,77.6,2.0,1.0,1.0,60.71
8.0,1.0,65.71,75,2.0,1.0,1.0,60.71
8.0,2.0,67.86,79.3,2.0,2.0,2.0,59.29
8.0,2.0,63.57,62.2,2.0,2.0,3.0,59.29
8.0,2.0,40.71,33.6,2.0,2.0,2.0,59.29
8.0,3.0,40,29.3,1.0,1.0,3.0,58.57
8.0,1.0,53.57,51.4,2.0,1.0,1.0,58.57
8.0,3.0,28.57,15.4,1.0,1.0,3.0,58.43
8.0,2.0,73.57,80,2.0,2.0,1.0,58.14
8.0,1.0,58.57,72.4,2.0,1.0,1.0,58.14
8.0,1.0,64.29,64.3,2.0,1.0,1.0,57.86
8.0,2.0,66.43,76.9,2.0,2.0,1.0,57.86
8.0,1.0,61.43,77.1,2.0,1.0,1.0,57.86
8.0,1.0,45,54,2.0,1.0,1.0,57.14
8.0,1.0,56.43,56.9,2.0,1.0,1.0,57.14
8.0,3.0,41.43,48.4,1.0,1.0,3.0,56.71
8.0,3.0,57.86,72.8,1.0,1.0,3.0,56.71
8.0,1.0,51.43,46.9,2.0,1.0,1.0,56.43
8.0,1.0,79.29,82.2,2.0,1.0,1.0,56.43
8.0,1.0,55,68.6,2.0,1.0,1.0,56.29
8.0,2.0,70,77.9,2.0,2.0,2.0,56
8.0,2.0,62.86,70.5,2.0,2.0,2.0,55.71
8.0,2.0,44.29,45.8,2.0,2.0,3.0,55.57
8.0,3.0,69.29,75.2,1.0,1.0,3.0,55
8.0,2.0,48.57,55.7,2.0,2.0,2.0,55
8.0,1.0,62.86,69.8,2.0,1.0,1.0,54.29
8.0,1.0,62.86,53.1,2.0,1.0,1.0,54.29
8.0,2.0,52.14,55,2.0,2.0,2.0,54.29
8.0,3.0,52.14,65,1.0,1.0,3.0,54.29
8.0,2.0,63.57,65,2.0,2.0,2.0,53.57
8.0,1.0,64.29,58.9,2.0,1.0,1.0,52.14
8.0,1.0,47.86,44.1,2.0,1.0,1.0,51.43
8.0,2.0,51.43,70.5,2.0,2.0,2.0,51.43
8.0,1.0,57.14,36.9,2.0,1.0,1.0,51.43
8.0,3.0,50.71,48.8,1.0,1.0,3.0,51
8.0,2.0,50.71,61.4,2.0,2.0,2.0,50.71
8.0,1.0,50.71,56.2,2.0,1.0,1.0,50.71
8.0,1.0,44.29,49.3,2.0,1.0,1.0,49.29
8.0,2.0,62.86,55.2,2.0,2.0,2.0,48.86
8.0,1.0,39.29,28.7,2.0,1.0,1.0,48.57
8.0,2.0,35.71,52.4,2.0,2.0,2.0,47.86
8.0,1.0,43.57,41,2.0,1.0,1.0,47.14
8.0,2.0,45.71,77.4,2.0,2.0,2.0,47.14
8.0,3.0,45.71,62.4,1.0,1.0,3.0,47.14
8.0,2.0,68.57,69.8,2.0,2.0,2.0,46.43
8.0,2.0,57.86,79.1,2.0,2.0,2.0,45.57
8.0,1.0,20,42.6,2.0,1.0,1.0,45
8.0,3.0,67.86,66.9,1.0,1.0,3.0,43.57
8.0,2.0,45.71,55.2,2.0,2.0,2.0,43.57
8.0,3.0,65,61.8,1.0,1.0,3.0,43.57
8.0,3.0,41.43,41.4,1.0,1.0,3.0,43.57
8.0,3.0,43.57,36.7,1.0,1.0,3.0,43.57
8.0,2.0,45.71,60,2.0,2.0,2.0,42.86
8.0,1.0,62.14,80.5,2.0,1.0,1.0,42.43
8.0,3.0,65,72.4,1.0,1.0,3.0,41.71
8.0,2.0,44.29,33.8,2.0,2.0,2.0,41.43
8.0,3.0,30,59.3,1.0,1.0,3.0,41.43
8.0,3.0,45,73.8,1.0,1.0,3.0,41.43
8.0,1.0,52.14,35.5,2.0,1.0,1.0,41.43
8.0,2.0,53.57,59,2.0,2.0,2.0,40.71
8.0,1.0,51.43,55.2,2.0,1.0,1.0,39.29
8.0,1.0,52.14,49,2.0,1.0,1.0,39.29
8.0,2.0,60,50.7,2.0,2.0,2.0,39.29
8.0,3.0,65.71,62.6,1.0,1.0,3.0,38.86
8.0,3.0,45.71,54.3,1.0,1.0,3.0,38.57
8.0,3.0,37.86,37.9,1.0,1.0,3.0,38.57
8.0,3.0,28.57,33.3,1.0,1.0,3.0,38.43
8.0,3.0,49.29,59.8,1.0,1.0,3.0,37.86
8.0,2.0,44.29,38.1,2.0,2.0,2.0,37.86
8.0,2.0,48.57,35.9,2.0,2.0,2.0,37.43
8.0,3.0,40.71,49.5,1.0,1.0,3.0,37.14
8.0,2.0,42.86,44.5,2.0,2.0,2.0,37.14
8.0,2.0,32.86,40.5,2.0,2.0,2.0,36.43
8.0,3.0,56.43,26.7,1.0,1.0,3.0,35.71
8.0,1.0,63.57,77.4,2.0,1.0,1.0,35.29
8.0,1.0,45,43.3,2.0,1.0,1.0,35
8.0,1.0,36.43,39,2.0,1.0,1.0,34.29
8.0,3.0,50,53.8,1.0,1.0,3.0,34.29
8.0,3.0,59.29,60.7,1.0,1.0,3.0,33.57
8.0,2.0,47.86,66,2.0,2.0,2.0,32.86
8.0,3.0,49.29,36.4,1.0,1.0,3.0,32.14
8.0,3.0,42.14,53.8,1.0,1.0,3.0,31.43
8.0,3.0,46.43,67.4,1.0,1.0,3.0,30
8.0,3.0,35,56.7,1.0,1.0,3.0,30
8.0,3.0,35.71,28.3,1.0,1.0,3.0,30
8.0,3.0,38.57,31.7,1.0,1.0,3.0,29.29
8.0,2.0,48.57,62.1,2.0,2.0,2.0,28.57
8.0,3.0,49.29,43.3,1.0,1.0,3.0,27.86
8.0,2.0,28.57,28.6,2.0,2.0,2.0,27.86
8.0,1.0,37.86,36,2.0,1.0,1.0,26.43
8.0,2.0,44.29,41.7,2.0,2.0,2.0,26.43
8.0,1.0,40,31.7,2.0,1.0,1.0,26.43
8.0,3.0,27.14,24.2,1.0,1.0,3.0,26.43
8.0,1.0,33.57,34.3,2.0,1.0,1.0,25
8.0,2.0,37.86,31.2,2.0,2.0,2.0,25
8.0,3.0,67.14,45.4,1.0,1.0,3.0,24.86
8.0,3.0,29.29,Absent,1.0,1.0,3.0,22.86
8.0,1.0,45.71,16.7,2.0,1.0,1.0,22.86
8.0,3.0,31.43,45,1.0,1.0,3.0,22.14
8.0,1.0,39.29,35.9,2.0,1.0,1.0,21.43
8.0,1.0,42.14,35.9,2.0,1.0,1.0,19.29
8.0,3.0,46.43,39.5,1.0,1.0,3.0,19.29
8.0,3.0,42.86,38.3,1.0,1.0,3.0,18.57
8.0,3.0,47.86,30.7,1.0,1.0,3.0,17.14
8.0,3.0,25.71,22.6,1.0,1.0,3.0,15.71
8.0,3.0,,,,,3.0,13.57
8.0,2.0,50,39.5,2.0,2.0,2.0,13.57
8.0,2.0,33.57,42.4,2.0,2.0,2.0,11.43
8.0,3.0,33.57,29.1,1.0,1.0,3.0,10.71
8.0,3.0,25.71,Absent,1.0,1.0,3.0,8.57
8.0,1.0,24.29,47.9,2.0,1.0,1.0,7.86
8.0,2.0,42.86,33.3,2.0,2.0,2.0,7.86
8.0,2.0,19.29,Absent,2.0,2.0,2.0,7.14
8.0,3.0,40.71,35,1.0,1.0,3.0,3.57
8.0,2.0,,,,,2.0,0
8.0,3.0,30,31.7,1.0,1.0,3.0,0
9.0,3.0,80,86.7,4.0,1.0,3.0,21.5
9.0,2.0,33.6,35.9,1.0,1.0,2.0,15.75
9.0,1.0,44.3,46.2,2.0,2.0,3.0,12.5
9.0,2.0,35.4,37.7,1.0,1.0,2.0,13.25
9.0,1.0,29.7,29.8,2.0,2.0,1.0,3.5
9.0,3.0,64.3,69.1,4.0,1.0,3.0,19
9.0,1.0,52.9,71,2.0,2.0,1.0,15
9.0,1.0,85,84.8,2.0,2.0,1.0,29.5
9.0,1.0,80.7,85.1,2.0,2.0,1.0,31
9.0,1.0,42.9,32.1,2.0,2.0,1.0,10.25
9.0,2.0,71.1,75.3,1.0,1.0,2.0,19.75
9.0,3.0,10.4,12.4,4.0,1.0,1.0,3.25
9.0,1.0,36.8,39,2.0,2.0,1.0,16.5
9.0,1.0,80.7,72.9,2.0,2.0,1.0,14.25
9.0,1.0,49.3,43.6,2.0,2.0,1.0,11.25
9.0,2.0,68.6,80.7,1.0,1.0,2.0,25
9.0,3.0,15.4,12.6,4.0,1.0,3.0,3
9.0,1.0,54.3,42.4,2.0,2.0,1.0,16.25
9.0,1.0,43.6,40,2.0,2.0,1.0,15
9.0,1.0,95.7,90,2.0,2.0,1.0,28.75
9.0,1.0,69.3,76.9,2.0,2.0,1.0,19.5
9.0,1.0,30.7,13.9,2.0,2.0,1.0,3.5
9.0,1.0,56.1,45.5,2.0,2.0,1.0,14.25
9.0,2.0,39.3,24.1,1.0,1.0,2.0,5.25
9.0,2.0,72.9,70.9,1.0,1.0,2.0,26.75
9.0,1.0,59.3,35.5,2.0,2.0,1.0,27.75
9.0,2.0,32.9,23.1,1.0,1.0,2.0,11
9.0,2.0,,,,,2.0,Absent
9.0,2.0,41.4,26.4,1.0,1.0,2.0,17.25
9.0,1.0,47.1,55.1,2.0,2.0,1.0,13
9.0,2.0,67.9,68.1,1.0,1.0,2.0,16.25
9.0,2.0,57.9,45,1.0,1.0,2.0,12.25
9.0,3.0,11.1,25.9,4.0,1.0,3.0,8.25
9.0,1.0,50,47.5,2.0,2.0,1.0,25.25
9.0,2.0,46.4,38.9,1.0,1.0,2.0,8.75
9.0,1.0,59.3,43.3,2.0,2.0,1.0,12.75
9.0,2.0,81.4,75.7,1.0,1.0,2.0,22
9.0,1.0,51.8,50.5,2.0,2.0,1.0,12.5
9.0,2.0,62.1,79.8,1.0,1.0,2.0,15.5
9.0,1.0,74.3,55,2.0,2.0,1.0,13.5
9.0,2.0,55.7,49.1,1.0,1.0,2.0,20.75
9.0,1.0,40.7,31.3,2.0,2.0,1.0,14
9.0,2.0,78.6,58.8,1.0,1.0,2.0,30
9.0,2.0,68.6,58.6,1.0,1.0,2.0,20
9.0,2.0,59.3,58.1,1.0,1.0,2.0,19.5
9.0,3.0,,,,,3.0,12.25
9.0,3.0,56.4,55,4.0,1.0,3.0,12.5
9.0,2.0,,,,,2.0,17.5
9.0,1.0,35.4,39.3,2.0,2.0,1.0,10.25
9.0,2.0,38.6,39.3,1.0,1.0,2.0,12.25
9.0,3.0,65.7,44.1,4.0,1.0,3.0,19.25
9.0,2.0,46.4,56.7,1.0,1.0,2.0,18.25
9.0,1.0,92.1,90.5,2.0,2.0,1.0,33
9.0,2.0,33.9,52.7,1.0,1.0,2.0,15
9.0,3.0,40.7,27.9,4.0,1.0,3.0,8.25
9.0,2.0,86.4,57.4,1.0,1.0,2.0,17.75
9.0,2.0,41.4,30.3,1.0,1.0,2.0,5.25
9.0,3.0,27.1,32.4,4.0,1.0,3.0,14.75
9.0,3.0,59.3,43.3,4.0,1.0,3.0,20.25
9.0,3.0,41.1,28.1,4.0,1.0,3.0,1
9.0,2.0,31.4,37.8,1.0,1.0,2.0,11.25
9.0,3.0,77.1,74.5,4.0,1.0,3.0,22.5
9.0,3.0,57.1,44.7,4.0,1.0,3.0,12.25
9.0,2.0,45.4,44,1.0,1.0,2.0,20
9.0,1.0,37.9,20.5,2.0,2.0,1.0,15.5
9.0,3.0,25.7,22.9,4.0,1.0,3.0,5.25
9.0,3.0,42.9,35.7,4.0,1.0,3.0,13.5
9.0,1.0,64.3,78.8,2.0,2.0,1.0,20
9.0,3.0,46.4,36.9,4.0,1.0,3.0,15
9.0,3.0,57.9,47.9,4.0,1.0,3.0,18.25
9.0,3.0,60.7,74.5,4.0,1.0,3.0,21.75
9.0,2.0,74.3,54.1,1.0,1.0,3.0,22.25
9.0,1.0,60.4,51.1,2.0,2.0,1.0,14.75
9.0,3.0,72.9,63.8,4.0,1.0,3.0,23.5
9.0,3.0,43.6,41.2,4.0,1.0,3.0,6.5
9.0,2.0,43.6,52.9,1.0,1.0,2.0,8
9.0,3.0,57.9,40.2,4.0,1.0,3.0,11
9.0,3.0,52.1,54.1,4.0,1.0,3.0,Absent
9.0,2.0,75,79.7,1.0,1.0,2.0,26.25
9.0,3.0,41.4,29.9,4.0,1.0,3.0,13.5
9.0,2.0,48.6,41.5,1.0,1.0,2.0,19.5
9.0,1.0,35,50.5,2.0,2.0,1.0,14.5
9.0,3.0,45.7,68.3,4.0,1.0,3.0,22.25
9.0,2.0,22.9,40.9,1.0,1.0,2.0,4.75
9.0,3.0,54.3,47.4,4.0,1.0,3.0,8.75
9.0,3.0,52.1,28.3,4.0,1.0,3.0,9.25
9.0,3.0,46.1,12.4,4.0,1.0,3.0,7.75
9.0,3.0,43.2,63.6,4.0,1.0,3.0,11
9.0,3.0,70,74.7,4.0,1.0,3.0,10.5
9.0,2.0,62.1,34.5,1.0,1.0,2.0,4.5
9.0,2.0,55,38.7,1.0,1.0,2.0,12.5
9.0,3.0,51.8,41.5,4.0,1.0,3.0,9
9.0,3.0,37.9,65,4.0,1.0,3.0,14
9.0,3.0,42.1,44.5,4.0,1.0,3.0,16.25
9.0,3.0,54.3,26.7,4.0,1.0,3.0,6.5
9.0,3.0,80,79,4.0,1.0,3.0,21.25
9.0,2.0,55.7,31.3,1.0,1.0,2.0,13.75
9.0,3.0,37.1,40.2,4.0,1.0,3.0,15.25
9.0,3.0,19.7,26,4.0,1.0,2.0,9.5
9.0,3.0,38.9,39.5,4.0,1.0,3.0,14.75
9.0,1.0,30,27.8,2.0,2.0,1.0,7.75
